importance_rank,descriptor,gain_importance,gain_importance_percent
218,ATSC7d,7.301624774932861,0.10892912394386198
219,AATS7p,7.273372173309326,0.10850763814599516
220,AATS5v,7.256333827972412,0.108253451976723
221,ATSC0d,7.254802703857422,0.10823060993626814
222,ATS4s,7.24334192276001,0.10805963253286344
223,AATS4Z,7.242926597595215,0.10805343651379268
224,AATS7dv,7.229240894317627,0.1078492666592007
225,AATS4are,7.214141368865967,0.10762400473050449
226,GATS4c,7.195669651031494,0.10734843482606965
227,MATS4m,7.182436943054199,0.10715102297161223
228,AETA_eta,7.172062873840332,0.10699625765484616
229,MDEC-22,7.167544841766357,0.10692885549560922
230,AATSC8p,7.16724967956543,0.10692445212499523
231,EState_VSA5,7.153470993041992,0.10671889510195456
232,n10FaHRing,7.1308135986328125,0.10638088127627625
233,ETA_eta_RL,7.104997158050537,0.10599573929176474
234,ATSC3c,7.098417282104492,0.105897577561389
235,PEOE_VSA10,7.066926002502441,0.10542777561940217
236,VR3_A,7.06593656539917,0.10541301472437138
237,AXp-2dv,7.058377742767334,0.10530024860002059
238,ATS5dv,7.050739288330078,0.10518629449038298
239,TIC0,7.043521881103516,0.10507862176402835
240,Mp,7.0412468910217285,0.10504468237598408
241,AATS5d,7.019079685211182,0.10471398141781983
242,VE2_A,7.012619972229004,0.1046176123359008
243,Mm,6.989625453948975,0.10427456913538553
244,AXp-6dv,6.983480453491211,0.10418289508513895
245,nN,6.978846073150635,0.10411375718692008
246,AATS6v,6.967513561248779,0.10394469336460611
247,AATS6d,6.920313835144043,0.10324054531900535
248,AATS2dv,6.913694858551025,0.1031418002665127
249,AATSC0d,6.9123406410217285,0.1031215974029525
250,GGI8,6.889523506164551,0.10278120049301623
251,AATS6p,6.85545539855957,0.1022729562007902
252,AETA_eta_R,6.834875106811523,0.10196592958415002
253,GGI7,6.831449508666992,0.10191482487576393
254,ATSC0i,6.822926044464111,0.10178766776796867
255,AATS4dv,6.814393520355225,0.10166037550017072
256,AATS6dv,6.80353307723999,0.10149835422536542
257,GATS1d,6.786779880523682,0.10124842203933584
258,AATS7Z,6.784346103668213,0.10121211379440231
259,AETA_eta_FL,6.781282901763916,0.10116641548612389
260,ATSC5Z,6.754538059234619,0.10076742315817869
261,ATS8s,6.732105731964111,0.10043276699151461
262,AATS4i,6.731240749359131,0.10041986276809975
263,AATS5p,6.705504417419434,0.1000359158825594
264,AATS1i,6.686545372009277,0.09975307579271663
265,AATS8i,6.678285121917725,0.09962984543868379
266,GATS8dv,6.643374919891357,0.0991090383798918
267,ATS6dv,6.635244369506836,0.09898774294800274
268,ATSC8Z,6.6207356452941895,0.0987712948742189
269,AATS3dv,6.578914165496826,0.09814738207442639
270,Mv,6.534946918487549,0.09749145769504905
271,NaaNH,6.519564628601074,0.097261977351532
272,AETA_eta_F,6.487565517425537,0.0967845993357101
273,ATS5s,6.478468894958496,0.0966488915793235
274,ETA_dAlpha_A,6.450566291809082,0.09623262722577121
275,Kier2,6.44915246963501,0.09621153515166699
276,AATS6i,6.408096790313721,0.09559904692894408
277,AATS5Z,6.381437301635742,0.09520132795049792
278,ATS0dv,6.376479148864746,0.09512735986060393
279,MIC5,6.35563325881958,0.09481637092177958
280,MATS5m,6.345398426055908,0.09466368280084433
281,ETA_dEpsilon_D,6.291399002075195,0.09385809361638144
282,Mi,6.278647422790527,0.09366785946943537
283,GATS5p,6.188158988952637,0.09231790981729042
284,AATS4v,6.1823201179504395,0.09223080275239795
285,ETA_shape_p,6.102769374847412,0.09104402679192336
286,MATS8Z,6.064672946929932,0.09047568609429012
287,GATS8Z,6.034421920776367,0.0900243868453033
288,AATSC8m,5.990630149841309,0.08937108030176759
289,ATSC3i,5.95604944229126,0.08885518879886296
290,NsCH3,5.919062614440918,0.08830340164471723
291,ETA_eta_L,5.869564533233643,0.08756496564053894
292,ETA_shape_x,5.701662063598633,0.08506011644750153
293,ATSC0dv,5.434619426727295,0.08107624691343318
294,JGT10,5.431925296783447,0.08103605459684335
295,Sm,5.385949611663818,0.08035016737897463
296,n9FRing,4.333511829376221,0.06464939814421714
297,n9FaRing,0.0,0.0
298,NtCH,0.0,0.0
299,SssssSi,0.0,0.0
300,n10FaRing,0.0,0.0
